Claim_topic_id,Claim_text,Evidence_text,Label
Claims_Covid_C2.2_17,Eartha M.M. White Historical Museum reopens after hiatus during COVID-19 pandemic,"['The Eartha M.M. White Historical Museum reopened after being on hiatus during the COVID-19 pandemic.', 'The renovated space ¡ª representing more than 150 years of Jacksonville¡¯s Black history ¡ª celebrated its grand reopening on Tuesday, Nov. 8, 2022.', 'The grand reopening of the museum fell on White¡¯s birthday ¡ª which was also Election Day.', 'Adonnica Toler, the museum director, and her team of volunteers curated items belonging to the founder of the Clara White Mission, Dr. Eartha M.M. White.', 'The museum is a fresh introduction to White who was a humanitarian, philanthropist, and icon, according to a release.', '¡°Eartha White touched every aspect of society in Jacksonville and across the nation, the release said.', 'The Eartha M.M. White Historical Museum reopened after being on hiatus during the COVID-19 pandemic.', 'The renovated space ¡ª representing more than 150 years of Jacksonville¡¯s Black history ¡ª celebrated its grand reopening on Tuesday, Nov. 8, 2022.', 'The grand reopening of the museum fell on White¡¯s birthday ¡ª which was also Election Day.', 'Adonnica Toler, the museum director, and her team of volunteers curated items belonging to the founder of the Clara White Mission, Dr. Eartha M.M. White.', 'The museum is a fresh introduction to White who was a humanitarian, philanthropist, and icon, according to a release.', '¡°Eartha White touched every aspect of society in Jacksonville and across the nation, the release said.', 'The Eartha M.M. White Historical Museum reopened after being on hiatus during the COVID-19 pandemic.', 'The renovated space ¡ª representing more than 150 years of Jacksonville¡¯s Black history ¡ª celebrated its grand reopening on Tuesday, Nov. 8, 2022.', 'The grand reopening of the museum fell on White¡¯s birthday ¡ª which was also Election Day.', 'Adonnica Toler, the museum director, and her team of volunteers curated items belonging to the founder of the Clara White Mission, Dr. Eartha M.M. White.', 'The museum is a fresh introduction to White who was a humanitarian, philanthropist, and icon, according to a release.', '¡°Eartha White touched every aspect of society in Jacksonville and across the nation, the release said.', 'The Eartha M.M. White Historical Museum reopened after being on hiatus during the COVID-19 pandemic.', 'The renovated space ¡ª representing more than 150 years of Jacksonville¡¯s Black history ¡ª celebrated its grand reopening on Tuesday, Nov. 8, 2022.', 'The grand reopening of the museum fell on White¡¯s birthday ¡ª which was also Election Day.', 'Adonnica Toler, the museum director, and her team of volunteers curated items belonging to the founder of the Clara White Mission, Dr. Eartha M.M. White.', 'The museum is a fresh introduction to White who was a humanitarian, philanthropist, and icon, according to a release.', '¡°Eartha White touched every aspect of society in Jacksonville and across the nation, the release said.', 'The Eartha M.M. White Historical Museum reopened after being on hiatus during the COVID-19 pandemic.', 'The renovated space ¡ª representing more than 150 years of Jacksonville¡¯s Black history ¡ª celebrated its grand reopening on Tuesday, Nov. 8, 2022.', 'The grand reopening of the museum fell on White¡¯s birthday ¡ª which was also Election Day.', 'Adonnica Toler, the museum director, and her team of volunteers curated items belonging to the founder of the Clara White Mission, Dr. Eartha M.M. White.', 'The museum is a fresh introduction to White who was a humanitarian, philanthropist, and icon, according to a release.', '¡°Eartha White touched every aspect of society in Jacksonville and across the nation, the release said.', 'The Eartha M.M. White Historical Museum reopened after being on hiatus during the COVID-19 pandemic.', 'The renovated space ¡ª representing more than 150 years of Jacksonville¡¯s Black history ¡ª celebrated its grand reopening on Tuesday, Nov. 8, 2022.', 'The grand reopening of the museum fell on White¡¯s birthday ¡ª which was also Election Day.', 'Adonnica Toler, the museum director, and her team of volunteers curated items belonging to the founder of the Clara White Mission, Dr. Eartha M.M. White.', 'The museum is a fresh introduction to White who was a humanitarian, philanthropist, and icon, according to a release.', '¡°Eartha White touched every aspect of society in Jacksonville and across the nation, the release said.']",T
Claims_Covid_C2.2_170,New data shows long Covid is keeping as many as 4 million people out of work,"['In January 2022, Brookings Metro published a report that assessed the impact of long Covid on the labor market. Data on the condition¡¯s prevalence was limited, so the report used various studies to make a conservative estimate: 1.6 million full-time equivalent workers could be out of work due to long Covid.', 'With 10.6 million unfilled jobs at the time, long Covid potentially accounted for 15% of the labor shortage. ', 'Around 16 million working-age Americans (those aged 18 to 65) have long Covid today. ', 'Of those, 2 to 4 million are out of work due to long Covid. ', 'The Census Bureau¡¯s June to July 2022 HPS survey found that 16.3 million people (around 8%) of working-age Americans currently have long Covid.', 'As many as 4 million workers are likely out of work due to long Covid ']",N
Claims_Covid_C2.2_171,New HHS Repor Underscoring Importance of Getting Updated COVID-19 Vaccines This Fall,"[""A new report from the U.S. Department of Health and Human Services (HHS) shows that the Biden Administration's historic vaccination program, which has gotten over 90 percent of seniors fully vaccinated and over 70 percent of seniors a booster shot, is linked to more than 650,000 fewer COVID-19 hospitalizations and more than 300,000 fewer deaths among seniors and other Americans enrolled in Medicare. "", ""The study, which was conducted by researchers with HHS's Office of the Assistant Secretary for Planning and Evaluation (ASPE), underscores the importance of Americans ¨C particularly seniors and others at high-risk of serious outcomes ¨C getting an updated COVID-19 vaccine this fall."", 'This report reaffirms what we have said all along: COVID-19 vaccines save lives and prevent hospitalizations, said HHS Secretary Xavier Becerra. ', 'We now have updated COVID vaccines designed to protect you against the Omicron strain of COVID that makes up almost all COVID cases in the U.S.', 'Over 90 percent of Americans live within 5 miles of where they can access these vaccines for free. I urge everyone eligible to get an updated COVID vaccine to protect yourself ahead of the fall and winter.', 'All racial and ethnic groups and all 50 states experienced reduced numbers of COVID-19 deaths and hospitalizations linked to vaccination, highlighting the importance of achieving high levels of vaccinations in the US to save lives.']",N
Claims_Covid_C2.2_172,High levels of immunity and availability of effective COVID-19 prevention and management tools have reduced the risk for medically significant illness and death.,"['Medically significant illness, death, and health care system strain can be reduced through vaccination and therapeutics to prevent severe illness, complemented by use of multiple prevention methods to reduce exposure risk and an emphasis on protecting persons at high risk for severe illness.', 'As SARS-CoV-2, the virus that causes COVID-19, continues to circulate globally, high levels of vaccine- and infection-induced immunity and the availability of effective treatments and prevention tools have substantially reduced the risk for medically significant COVID-19 illness (severe acute illness and post¨CCOVID-19 conditions) and associated hospitalization and death (1).', 'These circumstances now allow public health efforts to minimize the individual and societal health impacts of COVID-19 by focusing on sustainable measures to further reduce medically significant illness as well as to minimize strain on the health care system, while reducing barriers to social, educational, and economic activity (2).', 'Exposure risk can be mitigated through nonpharmaceutical interventions, including improving ventilation, use of masks or respirators indoors, and testing (4). The risk for medically significant illness increases with age, disability status, and underlying medical conditions but is considerably reduced by immunity derived from vaccination, previous infection, or both, as well as timely access to effective biomedical prevention measures and treatments (3,5).', 'COVID-19 vaccines are highly protective against severe illness and death and provide a lesser degree of protection against asymptomatic and mild infection (6).', 'COVID-19 remains an ongoing public health threat; however, high levels of vaccine- and infection-induced immunity and the availability of medical and nonpharmaceutical interventions have substantially reduced the risk for medically significant illness, hospitalization, and death from COVID-19.']",N
Claims_Covid_C2.2_173,"FDA Authorizes Emergency Use of Novavax COVID-19 Vaccine, Adjuvanted","['Today, the U.S. Food and Drug Administration issued an emergency use authorization (EUA) for the Novavax COVID-19 Vaccine, Adjuvanted for the prevention of COVID-19 caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in individuals 18 years of age and older. ', '¡°Authorizing an additional COVID-19 vaccine expands the available vaccine options for the prevention of COVID-19, including the most severe outcomes that can occur such as hospitalization and death,¡± said FDA Commissioner Robert M. Califf, M.D.', 'Today¡¯s authorization offers adults in the United States who have not yet received a COVID-19 vaccine another option that meets the FDA¡¯s rigorous standards for safety, effectiveness and manufacturing quality needed to support emergency use authorization.', 'COVID-19 vaccines remain the best preventive measure against severe disease caused by COVID-19 and I encourage anyone who is eligible for, but has not yet received a COVID-19 vaccine, to consider doing so.', 'The FDA has determined that the Novavax COVID-19 Vaccine, Adjuvanted has met the statutory criteria for issuance of an EUA. ', 'In making this determination, the FDA can assure the public and medical community that a thorough analysis and evaluation of the available safety and effectiveness data and manufacturing information have been conducted.']",N
Claims_Covid_C2.2_174,"The US is on a Covid plateau, and no one¡¯s sure what will happen next","['The United States seems to have hit a Covid-19 plateau, with more than 40,000 people hospitalized and more than 400 deaths a day consistently over the past month or so.', 'And there are big question marks around what might happen next, as the coronavirus¡¯ evolution remains quite elusive 2? years into the pandemic.', '¡°We¡¯ve never really cracked that: why these surges go up and down, how long it stays up and how fast it comes down,¡± said Dr. Eric Topol, a cardiologist and professor of molecular medicine at Scripps Research. ¡°All these things are still somewhat of a mystery.¡±', 'But the plateau in hospitalizations is ¡°encouraging¡± because it means the subvariant probably has worked its way through most of the hosts it can find.', '¡°Right now, the question is what comes as we descend from BA.5. It could take weeks.¡±', 'CDC ensemble forecasts predict stable trends in hospitalizations and deaths over the coming weeks, and experts agree that the worst of the wave has probably passed.']",N
Claims_Covid_C2.2_175,Biden¨CHarris Administration Releases Two New Reports on Long COVID to Support Patients and Further Research,"['In April, President Joe Biden issued a Memorandum on Addressing the Long-Term Effects of COVID-19, which called for the creation of two reports.', 'Within 120 days, the U.S. Department of Health and Human Services (HHS), leading a whole-of-government response, developed two reports that together, pave an actionable path forward to address Long COVID and associated conditions.', 'The National Research Action Plan on Long COVID details advances in current research and charts a course for future study to better understand prevention and treatment of Long COVID.', 'The Services and Supports for Longer-Term Impacts of COVID-19 report highlights resources for health care workers, and those effected by broader effects of COVID-19, including not only Long COVID but also effects on mental health and substance use, and loss of caregivers and loved ones.', '¡°Long COVID can hinder an individual¡¯s ability to work, attend school, participate in community life, and engage in everyday activities,¡± said HHS Secretary Xavier Becerra. ¡°As our nation continues to make strides in the fight against COVID-19, these reports are critical to shine a light on Long COVID¡¯s impact and how to match people to resources.¡±', '¡°The Biden-Harris Administration is committed to combating and responding to the COVID-19 pandemic with the full capacity of the federal government,¡± said HHS Assistant Secretary for Health ADM Rachel Levine. ""These initial reports are an important step as HHS continues to accelerate research and programmatic support to address the consequences of the pandemic and work across sectors to ensure no one is left behind as we continue to build a healthier future.¡±']",N
Claims_Covid_C2.2_176,Rising Covid-19 cases in the UK may be a warning for the US,"['There are signs that the United Kingdom could be heading into a fall Covid-19 wave, and experts say the United States may not be far behind.', '¡°Generally, what happens in the UK is reflected about a month later in the US. I think this is what I¡¯ve sort of been seeing,¡± said Dr. Tim Spector, professor of genetic epidemiology at Kings College London.', 'Spector runs the Zoe Health Study, which uses an app to let people in the UK and US report their daily symptoms.', 'Spector says the study, which has been running since the days of the first lockdown in England in 2020, has accurately captured the start of each wave, and its numbers run about one to two weeks ahead of official government statistics.', 'After seeing a downward trend for the past few weeks, the Zoe study saw a 30% increase in reported Covid-19 cases within the past week.', 'On Friday, that increase was reflected in official UK government data too, although it was not as large as the increases reported by Zoe loggers.']",N
Claims_Covid_C2.2_177,CDC Strengthens Recommendations and Expands Eligibility for COVID-19 Booster Shots,"['Following today¡¯s meeting of the Advisory Committee on Immunization Practices¡¯ (ACIP), CDC is expanding eligibility of COVID-19 vaccine booster doses to everyone 5 years of age and older.', 'CDC now recommends that children ages 5 through 11 years should receive a booster shot 5 months after their initial Pfizer-BioNTech vaccination series.', 'As cases increase across the country, a booster dose will safely help restore and enhance protection against severe disease.', 'In addition, today CDC is strengthening its recommendation that those 12 and older who are immunocompromised and those 50 and older should receive a second booster dose at least 4 months after their first. ', 'Whether it is your first booster, or your second, if you haven¡¯t had a vaccine dose since the beginning of December 2021 and you are eligible, now is the time to get one.', 'With cases increasing, it is important that all people have the protection they need, which is why, today, CDC has also strengthened another booster recommendation. ']",N
Claims_Covid_C2.2_178,CDC Recommends COVID-19 Vaccines for Young Children,"['Today, CDC Director Rochelle P. Walensky, M.D., M.P.H., endorsed the Advisory Committee on Immunization Practices¡¯ (ACIP) recommendation that all children 6 months through 5 years of age should receive a COVID-19 vaccine.', 'This expands eligibility for vaccination to nearly 20 million additional children and means that all Americans ages 6 months and older are now eligible for vaccination. ', 'Parents and caregivers can now get their children 6 months through 5 years of age vaccinated with the Pfizer-BioNTech or Moderna vaccines to better protect them from COVID-19.', 'All children, including children who have already had COVID-19, should get vaccinated.', ' Children in this younger age group can be vaccinated with whichever vaccine is available (either Moderna or Pfizer-BioNTech).', 'I encourage parents and caregivers with questions to talk to their doctor, nurse, or local pharmacist to learn more about the benefits of vaccinations and the importance of protecting their children by getting them vaccinated.']",N
Claims_Covid_C2.2_179,Children and adolescents might be at risk for certain post-COVID symptoms and conditions.,"['Compared with patients aged 0¨C17 years without previous COVID-19, those with previous COVID-19 had higher rates of acute pulmonary embolism (adjusted hazard ratio = 2.01), myocarditis and cardiomyopathy (1.99), venous thromboembolic event (1.87), acute and unspecified renal failure (1.32), and type 1 diabetes (1.23), all of which were rare or uncommon in this study population.', 'The analysis identified several symptoms and conditions with elevated adjusted hazard ratios among patients with COVID-19 (compared with those without). The highest hazard ratios were recorded for acute pulmonary embolism (adjusted hazard ratio [aHR] = 2.01), myocarditis and cardiomyopathy (1.99), venous thromboembolic event (1.87), acute and unspecified renal failure (1.32), and type 1 diabetes (1.23), all of which were rare or uncommon in this study population. ', 'Conversely, symptoms and conditions that were most common in this study population had lower aHRs (near or below 1.0). Patients with COVID-19 were less likely than were patients without to experience respiratory signs and symptoms, symptoms of mental conditions, muscle disorders, neurological conditions, anxiety and fear-related disorders, mood disorders, and sleeping disorders.', 'Among children aged 2¨C4 years, the highest aHRs for patients with COVID-19 compared with patients without COVID-19 were for myocarditis and cardiomyopathy (aHR  = 2.39), acute and unspecified renal failure (1.52), and coagulation and hemorrhagic disorders (1.47) (Table 3). Unlike other age groups, children aged 2¨C4 years had higher rates of asthma diagnosis (1.12) and respiratory signs and symptoms (1.07) after COVID-19.', 'Among children aged 5¨C11 years, the highest aHRs for patients with COVID-19 compared with those without were for myocarditis and cardiomyopathy (2.84), venous thromboembolic event (2.69), and acute and unspecified renal failure (1.38).', 'Among patients aged 12¨C17 years, the highest aHRs for those with COVID-19 compared with those without were for acute pulmonary embolism (2.03), myocarditis and cardiomyopathy (1.66), and venous thromboembolic event (1.52).']",N
Claims_Covid_C2.2_18,China¡¯s Zero-COVID Policies Are Stirring Xenophobia,"['In late September, Zunyou Wu, chief epidemiologist at the Chinese Center for Disease Control and Prevention, told citizens to avoid contact with foreigners, who have already left the country in large numbers, to stop the spread of monkeypox.', 'The warning, which went viral on social media, points back to a pattern of xenophobic and ethnonationalist language that¡¯s increasingly being used by Chinese government officials¡ªsomething that foreigners, who remain in China after two years of stringent pandemic policies, are struggling to make sense of.', '¡°His statement is clearly intended to confuse the public, and perhaps even to propagandize [Chinese citizens] against foreigners by using over-politicized public health messaging concerning the monkeypox epidemic,¡± Sulayman Aziz, an epidemiologist and acting foreign minister of the East Turkistan Government in Exile in Washington, a Uyghur activist group, told Foreign Policy over email.', '¡°The Uyghur people are dying on a daily basis from China¡¯s man-made forced starvation,¡± Aziz added.', 'Her friends in China, however, aren¡¯t taking everything officials have said at face value.', '¡°I do have Chinese friends in groups I¡¯m in, and they¡¯re not taking this silly advice that they should stay away from foreigners,¡± she said. ¡°They know better. They¡¯re not ignorant.¡±']",T
Claims_Covid_C2.2_180,"End of Covid-19 pandemic is in sight, WHO director-general says, ¡®so let¡¯s seize this opportunity¡¯","['The world has never been in a better position to end the Covid-19 pandemic, Tedros Adhanom Ghebreyesus, director-general of the World Health Organization, said in a news briefing in Geneva on Wednesday.', '¡°Last week, the number of weekly reported deaths from Covid-19 was the lowest since March 2020,¡± he said. ¡°We have never been in a better position to end the pandemic. We¡¯re not there yet, but the end is in sight.', 'There is still a risk of more variants, deaths, disruption and uncertainty, he said, ¡°so let¡¯s seize this opportunity.¡±', 'They are ¡°an urgent call for governments to take a hard look at their policies and strengthen them for Covid-19 and future pathogens with pandemic potential,¡± Tedros said.', 'Although official case counts have become significantly underreported, trends have shown a steady drop in cases both globally and in the US.', 'According to latest WHO update, weekly case counts are falling in all regions, with an overall fall of 28% compared to a week before. ']",N
Claims_Covid_C2.2_181,CDC Recommends Novavax COVID-19 Vaccine for Adolescents,"['Today, CDC Director Rochelle P. Walensky, M.D., M.P.H., signed a decision memo that Novavax¡¯s COVID-19 vaccine be used as another primary series option for adolescents ages 12 through 17.', 'This recommendation follows FDA¡¯s authorization to authorize the vaccine for this age group under emergency use. ', 'Novavax¡¯s COVID-19 vaccine, which is available now, is an important tool in the pandemic and provides a more familiar type of COVID-19 vaccine technology for adolescents. Having multiple types of vaccines offers more options and flexibility for the public, jurisdictions, and vaccine providers.', 'Novavax¡¯s COVID-19 vaccine packages harmless proteins of the COVID-19 virus alongside another ingredient called an adjuvant that helps the immune system respond to the virus in the future. ', 'Vaccines¡ªlike the Novavax COVID-19 vaccine¡ªthat use protein subunit technology have been used for more than 30 years in the United States, beginning with the first licensed hepatitis B vaccine.', 'Other protein subunit vaccines used in the United States today include those to protect against influenza and whooping cough (acellular pertussis).']",N
Claims_Covid_C2.2_182,President Joe Biden tests positive for Covid-19 again,"['President Joe Biden tested positive for Covid-19 again Saturday morning, per a letter from presidential physician Dr. Kevin O¡¯Connor, in what is likely a ¡°rebound¡± Covid-19 positivity that the doctor noted is ¡°observed in a small percentage of patients treated with Paxlovid.¡±', 'O¡¯Connor said the President tested negative on Tuesday evening, Wednesday morning, Thursday morning and Friday morning before testing positive on Saturday morning.', '¡°However, given his positive antigen test, he will reinitiate strict isolation procedures,¡± the doctor noted.', '¡°Folks, today I tested positive for COVID again,¡± Biden wrote on Twitter. ¡°This happens with a small minority of folks. I¡¯ve got no symptoms but I am going to isolate for the safety of everyone around me. I¡¯m still at work, and will be back on the road soon.¡±', 'White House press secretary Karine Jean-Pierre wrote Biden is ¡°asymptomatic, feeling fine, and working in isolation from the Residence to protect others.¡±', 'A White House official said contact tracing efforts were underway Saturday after Biden¡¯s positive Covid-19 test.']",N
Claims_Covid_C2.2_183,"Dr. Fauci: A new, more dangerous Covid variant could emerge this winter","['Dr. Anthony Fauci has a sober warning for Americans: Don¡¯t be surprised if a new, more dangerous Covid variant emerges this upcoming winter.', '¡°We should anticipate that we very well may get another variant that would emerge, that would elude the immune response that we¡¯ve gotten from infection and/or from vaccination,¡± Fauci said at an event with the USC Annenberg Center for Health Journalism this week.', 'But Fauci urged Americans not to let their guard down because there¡¯s always a ¡°risk of uptick¡± in the winter months.', '¡°It looks like we¡¯re going in the right direction,¡± he said, adding: ¡°However, I think it would be a bit cavalier to all of a sudden say, ¡®We¡¯re completely through with [the pandemic].¡¯¡±', 'Fauci pointed to the summer of 2021, when the U.S. saw similarly low pandemic trends, only for the omicron variant to emerge and cause a record-breaking surge in cases last winter.', 'Emerging research suggests that some new subvariants, including one called BA.4.6, appear to evade immunity even more effectively than BA.5 ¡ª though it¡¯s unclear whether any of them will overtake BA.5 as the country¡¯s dominant Covid strain.']",N
Claims_Covid_C2.2_184,US government to end free at-home Covid test program this week,"['The federal government is ending its free at-home Covid-19 test program this week, citing a lack of funding and efforts to preserve supply ahead of an anticipated fall surge in cases, a White House official told CNN on Sunday.', '¡°Ordering through this program will be suspended on Friday, September 2 because Congress hasn¡¯t provided additional funding to replenish the nation¡¯s stockpile of tests,¡± the Covid.gov website reads.', 'However, officials have warned for months that, absent additional funding from Congress, the administration would be forced to roll back its Covid-19 response efforts.', '¡°We have warned that Congressional inaction would force unacceptable tradeoffs and harm our overall COVID-19 preparedness and response¡ªand that the consequences would likely worsen over time,¡± the White House official told CNN.', '¡°Unfortunately, because of the limited funding we have to work with, we have had to make impossible choices about which tools and programs to invest in¡ªand which ones we must downsize, pause, or end all together.¡±', 'Still, the official said the administration would ¡°expeditiously resume distribution of free tests through COVIDTests.gov¡± if and when Congress allocates additional funding, but ¡°[u]ntil then, we believe reserving the remaining tests for distribution later this year is the best course.¡±']",N
Claims_Covid_C2.2_185,Biden tests positive for Covid-19 and is experiencing mild symptoms,"['President Joe Biden said Thursday that he¡¯s tested positive for Covid-19 but will continue to work while in isolation at the White House despite his mild symptoms.', 'In a video posted to Twitter, Biden told Americans that he is ¡°doing well¡± and that his symptoms continue to be mild.', '¡°I guess you heard, this morning I tested positive for Covid. But I¡¯ve been double vaccinated, double boosted. Symptoms are mild and I really appreciate your inquires and concerns. But I¡¯m doing well, getting a lot of work done. Going to continue to get it done and in the meantime, thanks for your concern and keep the faith. It¡¯s gonna be OK,¡± Biden, who was unmasked while standing outside on the Truman Balcony, said in the 20-second video the White House says was filmed by a masked and socially distanced videographer.', 'The mild symptoms and diagnosis protocol for Biden ¨C a double-boosted 79-year-old at high risk for experiencing severe illness ¨C will mean isolating and ¡°working and resting¡± at the White House residence for the rest of the day, according to a senior administration official.', 'This is the first time Biden has tested positive for Covid-19, and he last tested negative on Tuesday, per White House press secretary Karine Jean-Pierre.', 'Biden tested positive for Covid-19 Thursday morning and has begun taking the antiviral drug Paxlovid, which is available via emergency use authorization from the US Food and Drug Administration for treatment of mild to moderate Covid-19 in people 12 and older who are at high risk of severe illness.']",N
Claims_Covid_C2.2_186,China approves world¡¯s first inhaled Covid vaccine for emergency use,"['China has become the first country to green-light an inhaled Covid-19 vaccine, paving the way for potential use of the needle-free product in the country, where suppressing the spread of Covid-19 remains a top priority.', 'The vaccine maker, CanSino Biologics, said in a statement Sunday that China¡¯s medicines regulator had approved the inhaled dose for emergency use as a booster vaccine.', 'The product, known as Convidecia Air, delivers a vaccine dose through a puff of air from a nebulizer that is then inhaled by mouth. ', 'According to a database maintained by the World Health Organization (WHO), CanSino¡¯s new product is one of two specifically ¡°inhaled¡± vaccines that had reached clinical phase development, as a number of companies worldwide research innovative ways to deliver Covid-19 protection via the nose and mouth.', 'CanSino cautioned in a company filing that some steps, including conducting clinical trials, and administrative approval remain before the vaccine can go to market. ', 'None of CanSino¡¯s products have been authorized for use in the United States, but the World Health Organization earlier this year listed the injected version of Convidecia for emergency use.']",N
Claims_Covid_C2.2_187,First lady Dr. Jill Biden tests positive for Covid-19,"['First lady Dr. Jill Biden has tested positive for Covid-19 and is experiencing mild symptoms, her spokesperson said Tuesday.', '¡°After testing negative for Covid-19 on Monday during her regular testing cadence, the First Lady began to develop cold-like symptoms late in the evening.', 'She tested negative again on a rapid antigen test, but a PCR test came back positive,¡± said Elizabeth Alexander, her communications director.', 'A person close to the first lady told CNN Tuesday morning that Jill Biden is ¡°feeling good¡± and has ¡°common cold¡±-like symptoms.', 'This is the first time she has had Covid-19, according to Alexander.', 'Though she is isolated, the first lady is working on planning for the upcoming fall term for her job as an English professor at Northern Virginia Community College, a White House official tells CNN.']",N
Claims_Covid_C2.2_188,CDC Recommends Novavax¡¯s COVID-19 Vaccine for Adults,"['Today, CDC Director Rochelle P. Walensky, M.D., M.P.H., endorsed the CDC Advisory Committee on Immunization Practices¡¯ (ACIP) recommendation that Novavax¡¯s COVID-19 vaccine be used as another primary series option for adults ages 18 years and older. ', 'Novavax¡¯s COVID-19 vaccine, which will be available in the coming weeks, is an important tool in the pandemic and provides a more familiar type of COVID-19 vaccine technology for adults.', 'Having multiple types of vaccines offers more options and flexibility for the public, jurisdictions, and vaccine providers.', 'Today, we have expanded the options available to adults in the U.S. by recommending another safe and effective COVID-19 vaccine.', ' If you have been waiting for a COVID-19 vaccine built on a different technology than those previously available, now is the time to join the millions of Americans who have been vaccinated. ', 'With COVID-19 cases on the rise again across parts of the country, vaccination is critical to help protect against the complications of severe COVID-19 disease.']",N
Claims_Covid_C2.2_189,"Less than 4% of eligible people have gotten updated Covid booster shots, one month into the rollout","['At least 7.6 million people have received an updated Covid booster since the start of September, according to data released Thursday by the Centers for Disease Control and Prevention. That number represents around 3.6% of people currently eligible to receive the shots in the U.S.', 'The data does not include people who received updated Pfizer-BioNTech boosters in Idaho and Texas, the CDC said, so it is likely an underestimate.', 'Dr. Scott Roberts, a Yale Medicine infectious disease specialist, said the relatively low booster uptake was ""demoralizing."" ', 'I would expect a much higher proportion of Americans to have gotten the booster by this point, he said.', ""Nearly 80% of the U.S. population has received at least one shot of a primary Covid vaccine, and nearly 68% is considered fully vaccinated by the CDC, meaning they've gotten either one dose of the Johnson & Johnson vaccine or two shots of Pfizer's, Moderna's or Novavax's, which was authorized in July."", 'Still, the U.S. has seen an uptick in demand for Covid shots since the booster rollout began: The U.S. is currently administering around 356,000 Covid vaccine doses per day, as a weekly average.']",N
Claims_Covid_C2.2_19,COA Public Health Department hosting free COVID-19 vaccine clinics at Amarillo libraries,"['AMARILLO, Texas (KFDA) - The city of Amarillo Public Health Department is hosting free COVID-19 vaccine clinics at each library.', 'The first and second doses, and the new booster will be available for free.', '1:30 p.m. to 5:30 p.m. on November 9 ¨C East Branch Library, 2232 SE 27th Ave.', '1:30 p.m. to 5:30 p.m. on November 10 ¨C Northwest Branch Library, 6100 SW 9th Ave.', '9:30 a.m. to 1:30 p.m. on November 12 ¨C Southwest Branch Library, 6801 SW 45th Ave.', 'Vaccinations are also available at the Amarillo Public Health Department and Public Health mobile vaccine clinics.', 'AMARILLO, Texas (KFDA) - The city of Amarillo Public Health Department is hosting free COVID-19 vaccine clinics at each library.', 'The first and second doses, and the new booster will be available for free.', '1:30 p.m. to 5:30 p.m. on November 9 ¨C East Branch Library, 2232 SE 27th Ave.', '1:30 p.m. to 5:30 p.m. on November 10 ¨C Northwest Branch Library, 6100 SW 9th Ave.', '9:30 a.m. to 1:30 p.m. on November 12 ¨C Southwest Branch Library, 6801 SW 45th Ave.', 'Vaccinations are also available at the Amarillo Public Health Department and Public Health mobile vaccine clinics.', 'AMARILLO, Texas (KFDA) - The city of Amarillo Public Health Department is hosting free COVID-19 vaccine clinics at each library.', 'The first and second doses, and the new booster will be available for free.', '1:30 p.m. to 5:30 p.m. on November 9 ¨C East Branch Library, 2232 SE 27th Ave.', '1:30 p.m. to 5:30 p.m. on November 10 ¨C Northwest Branch Library, 6100 SW 9th Ave.', '9:30 a.m. to 1:30 p.m. on November 12 ¨C Southwest Branch Library, 6801 SW 45th Ave.', 'Vaccinations are also available at the Amarillo Public Health Department and Public Health mobile vaccine clinics.', 'AMARILLO, Texas (KFDA) - The city of Amarillo Public Health Department is hosting free COVID-19 vaccine clinics at each library.', 'The first and second doses, and the new booster will be available for free.', '1:30 p.m. to 5:30 p.m. on November 9 ¨C East Branch Library, 2232 SE 27th Ave.', '1:30 p.m. to 5:30 p.m. on November 10 ¨C Northwest Branch Library, 6100 SW 9th Ave.', '9:30 a.m. to 1:30 p.m. on November 12 ¨C Southwest Branch Library, 6801 SW 45th Ave.', 'Vaccinations are also available at the Amarillo Public Health Department and Public Health mobile vaccine clinics.', 'AMARILLO, Texas (KFDA) - The city of Amarillo Public Health Department is hosting free COVID-19 vaccine clinics at each library.', 'The first and second doses, and the new booster will be available for free.', '1:30 p.m. to 5:30 p.m. on November 9 ¨C East Branch Library, 2232 SE 27th Ave.', '1:30 p.m. to 5:30 p.m. on November 10 ¨C Northwest Branch Library, 6100 SW 9th Ave.', '9:30 a.m. to 1:30 p.m. on November 12 ¨C Southwest Branch Library, 6801 SW 45th Ave.', 'Vaccinations are also available at the Amarillo Public Health Department and Public Health mobile vaccine clinics.', 'AMARILLO, Texas (KFDA) - The city of Amarillo Public Health Department is hosting free COVID-19 vaccine clinics at each library.', 'The first and second doses, and the new booster will be available for free.', '1:30 p.m. to 5:30 p.m. on November 9 ¨C East Branch Library, 2232 SE 27th Ave.', '1:30 p.m. to 5:30 p.m. on November 10 ¨C Northwest Branch Library, 6100 SW 9th Ave.', '9:30 a.m. to 1:30 p.m. on November 12 ¨C Southwest Branch Library, 6801 SW 45th Ave.', 'Vaccinations are also available at the Amarillo Public Health Department and Public Health mobile vaccine clinics.']",T
