Claim_topic_id,Evidence_topic_id,Label
Claims_Covid_B2.0_71,Evidence_Covid_B2.0_99,T
Claims_Covid_B2.0_71,Evidence_Covid_B2.0_100,T
Claims_Covid_B2.0_71,Evidence_Covid_B2.0_101,T
Claims_Covid_B2.0_71,Evidence_Covid_B2.0_102,T
Claims_Covid_B2.0_72,Evidence_Covid_B2.0_103,T
Claims_Covid_B2.0_72,Evidence_Covid_B2.0_104,T
Claims_Covid_B2.0_72,Evidence_Covid_B2.0_105,T
Claims_Covid_B2.0_72,Evidence_Covid_B2.0_106,T
Claims_Covid_B2.0_72,Evidence_Covid_B2.0_107,T
Claims_Covid_B2.0_72,Evidence_Covid_B2.0_108,T
Claims_Covid_B2.0_73,Evidence_Covid_B2.0_109,T
Claims_Covid_B2.0_73,Evidence_Covid_B2.0_110,T
Claims_Covid_B2.0_73,Evidence_Covid_B2.0_111,T
Claims_Covid_B2.0_73,Evidence_Covid_B2.0_112,T
Claims_Covid_B2.0_73,Evidence_Covid_B2.0_113,T
Claims_Covid_B2.0_73,Evidence_Covid_B2.0_114,T
Claims_Covid_B2.0_74,Evidence_Covid_B2.0_115,T
Claims_Covid_B2.0_74,Evidence_Covid_B2.0_116,T
Claims_Covid_B2.0_74,Evidence_Covid_B2.0_117,T
Claims_Covid_B2.0_74,Evidence_Covid_B2.0_118,T
Claims_Covid_B2.0_74,Evidence_Covid_B2.0_119,T
Claims_Covid_B2.0_74,Evidence_Covid_B2.0_120,T
Claims_Covid_B2.0_75,Evidence_Covid_B2.0_121,T
Claims_Covid_B2.0_75,Evidence_Covid_B2.0_122,T
Claims_Covid_B2.0_75,Evidence_Covid_B2.0_123,T
Claims_Covid_B2.0_75,Evidence_Covid_B2.0_124,T
Claims_Covid_B2.0_75,Evidence_Covid_B2.0_125,T
Claims_Covid_B2.0_75,Evidence_Covid_B2.0_126,T
Claims_Covid_B2.0_76,Evidence_Covid_B2.0_127,T
Claims_Covid_B2.0_76,Evidence_Covid_B2.0_128,T
Claims_Covid_B2.0_76,Evidence_Covid_B2.0_129,T
Claims_Covid_B2.0_76,Evidence_Covid_B2.0_130,T
Claims_Covid_B2.0_76,Evidence_Covid_B2.0_131,T
Claims_Covid_B2.0_76,Evidence_Covid_B2.0_132,T
Claims_Covid_B2.0_77,Evidence_Covid_B2.0_133,T
Claims_Covid_B2.0_77,Evidence_Covid_B2.0_134,T
Claims_Covid_B2.0_77,Evidence_Covid_B2.0_135,T
Claims_Covid_B2.0_77,Evidence_Covid_B2.0_136,T
Claims_Covid_B2.0_77,Evidence_Covid_B2.0_137,T
Claims_Covid_B2.0_77,Evidence_Covid_B2.0_138,T
Claims_Covid_B2.0_78,Evidence_Covid_B2.0_139,T
Claims_Covid_B2.0_78,Evidence_Covid_B2.0_140,T
Claims_Covid_B2.0_78,Evidence_Covid_B2.0_141,T
Claims_Covid_B2.0_78,Evidence_Covid_B2.0_142,T
Claims_Covid_B2.0_78,Evidence_Covid_B2.0_143,T
Claims_Covid_B2.0_78,Evidence_Covid_B2.0_144,T
Claims_Covid_B2.0_79,Evidence_Covid_B2.0_145,T
Claims_Covid_B2.0_79,Evidence_Covid_B2.0_146,T
Claims_Covid_B2.0_79,Evidence_Covid_B2.0_147,T
Claims_Covid_B2.0_79,Evidence_Covid_B2.0_148,T
Claims_Covid_B2.0_79,Evidence_Covid_B2.0_149,T
Claims_Covid_B2.0_79,Evidence_Covid_B2.0_150,T
Claims_Covid_B2.0_80,Evidence_Covid_B2.0_151,T
Claims_Covid_B2.0_80,Evidence_Covid_B2.0_152,T
Claims_Covid_B2.0_80,Evidence_Covid_B2.0_153,T
Claims_Covid_B2.0_80,Evidence_Covid_B2.0_154,T
Claims_Covid_B2.0_80,Evidence_Covid_B2.0_155,T
Claims_Covid_B2.0_80,Evidence_Covid_B2.0_156,T
Claims_Covid_B2.0_81,Evidence_Covid_B2.0_157,T
Claims_Covid_B2.0_81,Evidence_Covid_B2.0_158,T
Claims_Covid_B2.0_81,Evidence_Covid_B2.0_159,T
Claims_Covid_B2.0_81,Evidence_Covid_B2.0_160,T
Claims_Covid_B2.0_81,Evidence_Covid_B2.0_161,T
Claims_Covid_B2.0_81,Evidence_Covid_B2.0_162,T
Claims_Covid_B2.0_82,Evidence_Covid_B2.0_163,T
Claims_Covid_B2.0_82,Evidence_Covid_B2.0_164,T
Claims_Covid_B2.0_82,Evidence_Covid_B2.0_165,T
Claims_Covid_B2.0_82,Evidence_Covid_B2.0_166,T
Claims_Covid_B2.0_82,Evidence_Covid_B2.0_167,T
Claims_Covid_B2.0_82,Evidence_Covid_B2.0_168,T
Claims_Covid_B2.0_83,Evidence_Covid_B2.0_169,T
Claims_Covid_B2.0_83,Evidence_Covid_B2.0_170,T
Claims_Covid_B2.0_83,Evidence_Covid_B2.0_171,T
Claims_Covid_B2.0_83,Evidence_Covid_B2.0_172,T
Claims_Covid_B2.0_83,Evidence_Covid_B2.0_173,T
Claims_Covid_B2.0_83,Evidence_Covid_B2.0_174,T
Claims_Covid_B2.0_84,Evidence_Covid_B2.0_175,T
Claims_Covid_B2.0_84,Evidence_Covid_B2.0_176,T
Claims_Covid_B2.0_84,Evidence_Covid_B2.0_177,T
Claims_Covid_B2.0_84,Evidence_Covid_B2.0_178,T
Claims_Covid_B2.0_84,Evidence_Covid_B2.0_179,T
Claims_Covid_B2.0_84,Evidence_Covid_B2.0_180,T
Claims_Covid_B2.0_85,Evidence_Covid_B2.0_181,T
Claims_Covid_B2.0_85,Evidence_Covid_B2.0_182,T
Claims_Covid_B2.0_85,Evidence_Covid_B2.0_183,T
Claims_Covid_B2.0_85,Evidence_Covid_B2.0_184,T
Claims_Covid_B2.0_85,Evidence_Covid_B2.0_185,T
Claims_Covid_B2.0_85,Evidence_Covid_B2.0_186,T
Claims_Covid_B2.0_86,Evidence_Covid_B2.0_187,T
Claims_Covid_B2.0_86,Evidence_Covid_B2.0_188,T
Claims_Covid_B2.0_86,Evidence_Covid_B2.0_189,T
Claims_Covid_B2.0_86,Evidence_Covid_B2.0_190,T
Claims_Covid_B2.0_86,Evidence_Covid_B2.0_191,T
Claims_Covid_B2.0_86,Evidence_Covid_B2.0_192,T
Claims_Covid_B2.0_87,Evidence_Covid_B2.0_193,T
Claims_Covid_B2.0_87,Evidence_Covid_B2.0_194,T
Claims_Covid_B2.0_87,Evidence_Covid_B2.0_195,T
Claims_Covid_B2.0_87,Evidence_Covid_B2.0_196,T
Claims_Covid_B2.0_87,Evidence_Covid_B2.0_197,T
Claims_Covid_B2.0_87,Evidence_Covid_B2.0_198,T
Claims_Covid_B2.0_88,Evidence_Covid_B2.0_199,F
Claims_Covid_B2.0_88,Evidence_Covid_B2.0_200,F
Claims_Covid_B2.0_88,Evidence_Covid_B2.0_201,F
Claims_Covid_B2.0_88,Evidence_Covid_B2.0_202,F
Claims_Covid_B2.0_88,Evidence_Covid_B2.0_203,F
Claims_Covid_B2.0_88,Evidence_Covid_B2.0_204,F
Claims_Covid_B2.0_89,Evidence_Covid_B2.0_205,T
Claims_Covid_B2.0_89,Evidence_Covid_B2.0_206,T
Claims_Covid_B2.0_89,Evidence_Covid_B2.0_207,T
Claims_Covid_B2.0_89,Evidence_Covid_B2.0_208,T
Claims_Covid_B2.0_89,Evidence_Covid_B2.0_209,T
Claims_Covid_B2.0_89,Evidence_Covid_B2.0_210,T
Claims_Covid_B2.0_90,Evidence_Covid_B2.0_211,T
Claims_Covid_B2.0_90,Evidence_Covid_B2.0_212,T
Claims_Covid_B2.0_90,Evidence_Covid_B2.0_213,T
Claims_Covid_B2.0_90,Evidence_Covid_B2.0_214,T
Claims_Covid_B2.0_90,Evidence_Covid_B2.0_215,T
Claims_Covid_B2.0_90,Evidence_Covid_B2.0_216,T
Claims_Covid_B2.0_91,Evidence_Covid_B2.0_217,T
Claims_Covid_B2.0_91,Evidence_Covid_B2.0_218,T
Claims_Covid_B2.0_91,Evidence_Covid_B2.0_219,T
Claims_Covid_B2.0_91,Evidence_Covid_B2.0_220,T
Claims_Covid_B2.0_91,Evidence_Covid_B2.0_221,T
Claims_Covid_B2.0_91,Evidence_Covid_B2.0_222,T
Claims_Covid_B2.0_92,Evidence_Covid_B2.0_223,T
Claims_Covid_B2.0_92,Evidence_Covid_B2.0_224,T
Claims_Covid_B2.0_92,Evidence_Covid_B2.0_225,T
Claims_Covid_B2.0_92,Evidence_Covid_B2.0_226,T
Claims_Covid_B2.0_92,Evidence_Covid_B2.0_227,T
Claims_Covid_B2.0_92,Evidence_Covid_B2.0_228,T
Claims_Covid_B2.0_93,Evidence_Covid_B2.0_229,T
Claims_Covid_B2.0_93,Evidence_Covid_B2.0_230,T
Claims_Covid_B2.0_93,Evidence_Covid_B2.0_231,T
Claims_Covid_B2.0_93,Evidence_Covid_B2.0_232,T
Claims_Covid_B2.0_93,Evidence_Covid_B2.0_233,T
Claims_Covid_B2.0_93,Evidence_Covid_B2.0_234,T
Claims_Covid_B2.0_94,Evidence_Covid_B2.0_235,T
Claims_Covid_B2.0_94,Evidence_Covid_B2.0_236,T
Claims_Covid_B2.0_94,Evidence_Covid_B2.0_237,T
Claims_Covid_B2.0_94,Evidence_Covid_B2.0_238,T
Claims_Covid_B2.0_94,Evidence_Covid_B2.0_239,T
Claims_Covid_B2.0_94,Evidence_Covid_B2.0_240,T
Claims_Covid_B2.0_95,Evidence_Covid_B2.0_241,F
Claims_Covid_B2.0_95,Evidence_Covid_B2.0_242,F
Claims_Covid_B2.0_95,Evidence_Covid_B2.0_243,F
Claims_Covid_B2.0_95,Evidence_Covid_B2.0_244,F
Claims_Covid_B2.0_95,Evidence_Covid_B2.0_245,F
Claims_Covid_B2.0_95,Evidence_Covid_B2.0_246,F
Claims_Covid_B2.0_96,Evidence_Covid_B2.0_247,T
Claims_Covid_B2.0_96,Evidence_Covid_B2.0_248,T
Claims_Covid_B2.0_96,Evidence_Covid_B2.0_249,T
Claims_Covid_B2.0_96,Evidence_Covid_B2.0_250,T
Claims_Covid_B2.0_96,Evidence_Covid_B2.0_251,T
Claims_Covid_B2.0_96,Evidence_Covid_B2.0_252,T
Claims_Covid_B2.0_97,Evidence_Covid_B2.0_253,T
Claims_Covid_B2.0_97,Evidence_Covid_B2.0_254,T
Claims_Covid_B2.0_97,Evidence_Covid_B2.0_255,T
Claims_Covid_B2.0_97,Evidence_Covid_B2.0_256,T
Claims_Covid_B2.0_97,Evidence_Covid_B2.0_257,T
Claims_Covid_B2.0_97,Evidence_Covid_B2.0_258,T
Claims_Covid_B2.0_98,Evidence_Covid_B2.0_259,T
Claims_Covid_B2.0_98,Evidence_Covid_B2.0_260,T
Claims_Covid_B2.0_98,Evidence_Covid_B2.0_261,T
Claims_Covid_B2.0_98,Evidence_Covid_B2.0_262,T
Claims_Covid_B2.0_98,Evidence_Covid_B2.0_263,T
Claims_Covid_B2.0_98,Evidence_Covid_B2.0_264,T
Claims_Covid_B2.0_99,Evidence_Covid_B2.0_265,T
Claims_Covid_B2.0_99,Evidence_Covid_B2.0_266,T
Claims_Covid_B2.0_99,Evidence_Covid_B2.0_267,T
Claims_Covid_B2.0_99,Evidence_Covid_B2.0_268,T
Claims_Covid_B2.0_99,Evidence_Covid_B2.0_269,T
Claims_Covid_B2.0_99,Evidence_Covid_B2.0_270,T
Claims_Covid_B2.0_100,Evidence_Covid_B2.0_271,T
Claims_Covid_B2.0_100,Evidence_Covid_B2.0_272,T
Claims_Covid_B2.0_100,Evidence_Covid_B2.0_273,T
Claims_Covid_B2.0_100,Evidence_Covid_B2.0_274,T
Claims_Covid_B2.0_100,Evidence_Covid_B2.0_275,T
Claims_Covid_B2.0_100,Evidence_Covid_B2.0_276,T
Claims_Covid_B2.0_101,Evidence_Covid_B2.0_277,T
Claims_Covid_B2.0_101,Evidence_Covid_B2.0_278,T
Claims_Covid_B2.0_101,Evidence_Covid_B2.0_279,T
Claims_Covid_B2.0_101,Evidence_Covid_B2.0_280,T
Claims_Covid_B2.0_101,Evidence_Covid_B2.0_281,T
Claims_Covid_B2.0_101,Evidence_Covid_B2.0_282,T
Claims_Covid_B2.0_102,Evidence_Covid_B2.0_283,T
Claims_Covid_B2.0_102,Evidence_Covid_B2.0_284,T
Claims_Covid_B2.0_102,Evidence_Covid_B2.0_285,T
Claims_Covid_B2.0_102,Evidence_Covid_B2.0_286,T
Claims_Covid_B2.0_102,Evidence_Covid_B2.0_287,T
Claims_Covid_B2.0_102,Evidence_Covid_B2.0_288,T
Claims_Covid_B2.0_103,Evidence_Covid_B2.0_289,T
Claims_Covid_B2.0_103,Evidence_Covid_B2.0_290,T
Claims_Covid_B2.0_103,Evidence_Covid_B2.0_291,T
Claims_Covid_B2.0_103,Evidence_Covid_B2.0_292,T
Claims_Covid_B2.0_103,Evidence_Covid_B2.0_293,T
Claims_Covid_B2.0_103,Evidence_Covid_B2.0_294,T
Claims_Covid_B2.0_104,Evidence_Covid_B2.0_295,T
Claims_Covid_B2.0_104,Evidence_Covid_B2.0_296,T
Claims_Covid_B2.0_104,Evidence_Covid_B2.0_297,T
Claims_Covid_B2.0_104,Evidence_Covid_B2.0_298,T
Claims_Covid_B2.0_104,Evidence_Covid_B2.0_299,T
Claims_Covid_B2.0_104,Evidence_Covid_B2.0_300,T
Claims_Covid_B2.0_105,Evidence_Covid_B2.0_301,F
Claims_Covid_B2.0_105,Evidence_Covid_B2.0_302,F
Claims_Covid_B2.0_105,Evidence_Covid_B2.0_303,F
Claims_Covid_B2.0_105,Evidence_Covid_B2.0_304,F
Claims_Covid_B2.0_105,Evidence_Covid_B2.0_305,F
Claims_Covid_B2.0_105,Evidence_Covid_B2.0_306,F
Claims_Covid_B2.0_106,Evidence_Covid_B2.0_307,T
Claims_Covid_B2.0_106,Evidence_Covid_B2.0_308,T
Claims_Covid_B2.0_106,Evidence_Covid_B2.0_309,T
Claims_Covid_B2.0_106,Evidence_Covid_B2.0_310,T
Claims_Covid_B2.0_106,Evidence_Covid_B2.0_311,T
Claims_Covid_B2.0_106,Evidence_Covid_B2.0_312,T
Claims_Covid_B2.0_107,Evidence_Covid_B2.0_313,F
Claims_Covid_B2.0_107,Evidence_Covid_B2.0_314,F
Claims_Covid_B2.0_107,Evidence_Covid_B2.0_315,F
Claims_Covid_B2.0_107,Evidence_Covid_B2.0_316,F
Claims_Covid_B2.0_107,Evidence_Covid_B2.0_317,F
Claims_Covid_B2.0_107,Evidence_Covid_B2.0_318,F
Claims_Covid_B2.0_108,Evidence_Covid_B2.0_319,F
Claims_Covid_B2.0_108,Evidence_Covid_B2.0_320,F
Claims_Covid_B2.0_108,Evidence_Covid_B2.0_321,F
Claims_Covid_B2.0_108,Evidence_Covid_B2.0_322,F
Claims_Covid_B2.0_108,Evidence_Covid_B2.0_323,F
Claims_Covid_B2.0_108,Evidence_Covid_B2.0_324,F
Claims_Covid_B2.0_109,Evidence_Covid_B2.0_325,F
Claims_Covid_B2.0_109,Evidence_Covid_B2.0_326,F
Claims_Covid_B2.0_109,Evidence_Covid_B2.0_327,F
Claims_Covid_B2.0_109,Evidence_Covid_B2.0_328,F
Claims_Covid_B2.0_109,Evidence_Covid_B2.0_329,F
Claims_Covid_B2.0_109,Evidence_Covid_B2.0_330,F
Claims_Covid_B2.0_110,Evidence_Covid_B2.0_331,F
Claims_Covid_B2.0_110,Evidence_Covid_B2.0_332,F
Claims_Covid_B2.0_110,Evidence_Covid_B2.0_333,F
Claims_Covid_B2.0_110,Evidence_Covid_B2.0_334,F
Claims_Covid_B2.0_110,Evidence_Covid_B2.0_335,F
Claims_Covid_B2.0_110,Evidence_Covid_B2.0_336,F
Claims_Covid_B2.0_111,Evidence_Covid_B2.0_337,F
Claims_Covid_B2.0_111,Evidence_Covid_B2.0_338,F
Claims_Covid_B2.0_111,Evidence_Covid_B2.0_339,F
Claims_Covid_B2.0_111,Evidence_Covid_B2.0_340,F
Claims_Covid_B2.0_111,Evidence_Covid_B2.0_341,F
Claims_Covid_B2.0_111,Evidence_Covid_B2.0_342,F
Claims_Covid_B2.0_112,Evidence_Covid_B2.0_343,F
Claims_Covid_B2.0_112,Evidence_Covid_B2.0_344,F
Claims_Covid_B2.0_112,Evidence_Covid_B2.0_345,F
Claims_Covid_B2.0_112,Evidence_Covid_B2.0_346,F
Claims_Covid_B2.0_112,Evidence_Covid_B2.0_347,F
Claims_Covid_B2.0_112,Evidence_Covid_B2.0_348,F
Claims_Covid_B2.0_113,Evidence_Covid_B2.0_349,F
Claims_Covid_B2.0_113,Evidence_Covid_B2.0_350,F
Claims_Covid_B2.0_113,Evidence_Covid_B2.0_351,F
Claims_Covid_B2.0_113,Evidence_Covid_B2.0_352,F
Claims_Covid_B2.0_113,Evidence_Covid_B2.0_353,F
Claims_Covid_B2.0_113,Evidence_Covid_B2.0_354,F
Claims_Covid_B2.0_114,Evidence_Covid_B2.0_355,F
Claims_Covid_B2.0_114,Evidence_Covid_B2.0_356,F
Claims_Covid_B2.0_114,Evidence_Covid_B2.0_357,F
Claims_Covid_B2.0_114,Evidence_Covid_B2.0_358,F
Claims_Covid_B2.0_114,Evidence_Covid_B2.0_359,F
Claims_Covid_B2.0_114,Evidence_Covid_B2.0_360,F
Claims_Covid_B2.0_115,Evidence_Covid_B2.0_361,F
Claims_Covid_B2.0_115,Evidence_Covid_B2.0_362,F
Claims_Covid_B2.0_115,Evidence_Covid_B2.0_363,F
Claims_Covid_B2.0_115,Evidence_Covid_B2.0_364,F
Claims_Covid_B2.0_115,Evidence_Covid_B2.0_365,F
Claims_Covid_B2.0_115,Evidence_Covid_B2.0_366,F
Claims_Covid_B2.0_116,Evidence_Covid_B2.0_367,F
Claims_Covid_B2.0_116,Evidence_Covid_B2.0_368,F
Claims_Covid_B2.0_116,Evidence_Covid_B2.0_369,F
Claims_Covid_B2.0_116,Evidence_Covid_B2.0_370,F
Claims_Covid_B2.0_116,Evidence_Covid_B2.0_371,F
Claims_Covid_B2.0_116,Evidence_Covid_B2.0_372,F
Claims_Covid_B2.0_117,Evidence_Covid_B2.0_373,F
Claims_Covid_B2.0_117,Evidence_Covid_B2.0_374,F
Claims_Covid_B2.0_117,Evidence_Covid_B2.0_375,F
Claims_Covid_B2.0_117,Evidence_Covid_B2.0_376,F
Claims_Covid_B2.0_117,Evidence_Covid_B2.0_377,F
Claims_Covid_B2.0_117,Evidence_Covid_B2.0_378,F
Claims_Covid_B2.0_118,Evidence_Covid_B2.0_379,T
Claims_Covid_B2.0_118,Evidence_Covid_B2.0_380,T
Claims_Covid_B2.0_118,Evidence_Covid_B2.0_381,T
Claims_Covid_B2.0_118,Evidence_Covid_B2.0_382,T
Claims_Covid_B2.0_118,Evidence_Covid_B2.0_383,T
Claims_Covid_B2.0_118,Evidence_Covid_B2.0_384,T
Claims_Covid_B2.0_119,Evidence_Covid_B2.0_385,F
Claims_Covid_B2.0_119,Evidence_Covid_B2.0_386,F
Claims_Covid_B2.0_119,Evidence_Covid_B2.0_387,F
Claims_Covid_B2.0_119,Evidence_Covid_B2.0_388,F
Claims_Covid_B2.0_119,Evidence_Covid_B2.0_389,F
Claims_Covid_B2.0_119,Evidence_Covid_B2.0_390,F
Claims_Covid_B2.0_120,Evidence_Covid_B2.0_391,F
Claims_Covid_B2.0_120,Evidence_Covid_B2.0_392,F
Claims_Covid_B2.0_120,Evidence_Covid_B2.0_393,F
Claims_Covid_B2.0_120,Evidence_Covid_B2.0_394,F
Claims_Covid_B2.0_120,Evidence_Covid_B2.0_395,F
Claims_Covid_B2.0_120,Evidence_Covid_B2.0_396,F
Claims_Covid_B2.0_121,Evidence_Covid_B2.0_397,F
Claims_Covid_B2.0_121,Evidence_Covid_B2.0_398,F
Claims_Covid_B2.0_121,Evidence_Covid_B2.0_399,F
Claims_Covid_B2.0_121,Evidence_Covid_B2.0_400,F
Claims_Covid_B2.0_121,Evidence_Covid_B2.0_401,F
Claims_Covid_B2.0_121,Evidence_Covid_B2.0_402,F
Claims_Covid_B2.0_122,Evidence_Covid_B2.0_403,F
Claims_Covid_B2.0_122,Evidence_Covid_B2.0_404,F
Claims_Covid_B2.0_122,Evidence_Covid_B2.0_405,F
Claims_Covid_B2.0_122,Evidence_Covid_B2.0_406,F
Claims_Covid_B2.0_122,Evidence_Covid_B2.0_407,F
Claims_Covid_B2.0_122,Evidence_Covid_B2.0_408,F
Claims_Covid_B2.0_123,Evidence_Covid_B2.0_409,F
Claims_Covid_B2.0_123,Evidence_Covid_B2.0_410,F
Claims_Covid_B2.0_123,Evidence_Covid_B2.0_411,F
Claims_Covid_B2.0_123,Evidence_Covid_B2.0_412,F
Claims_Covid_B2.0_123,Evidence_Covid_B2.0_413,F
Claims_Covid_B2.0_123,Evidence_Covid_B2.0_414,F
Claims_Covid_B2.0_124,Evidence_Covid_B2.0_415,F
Claims_Covid_B2.0_124,Evidence_Covid_B2.0_416,F
Claims_Covid_B2.0_124,Evidence_Covid_B2.0_417,F
Claims_Covid_B2.0_124,Evidence_Covid_B2.0_418,F
Claims_Covid_B2.0_124,Evidence_Covid_B2.0_419,F
Claims_Covid_B2.0_124,Evidence_Covid_B2.0_420,F
Claims_Covid_B2.0_125,Evidence_Covid_B2.0_421,F
Claims_Covid_B2.0_125,Evidence_Covid_B2.0_422,F
Claims_Covid_B2.0_125,Evidence_Covid_B2.0_423,F
Claims_Covid_B2.0_125,Evidence_Covid_B2.0_424,F
Claims_Covid_B2.0_125,Evidence_Covid_B2.0_425,F
Claims_Covid_B2.0_125,Evidence_Covid_B2.0_426,F
Claims_Covid_B2.0_126,Evidence_Covid_B2.0_427,F
Claims_Covid_B2.0_126,Evidence_Covid_B2.0_428,F
Claims_Covid_B2.0_126,Evidence_Covid_B2.0_429,F
Claims_Covid_B2.0_126,Evidence_Covid_B2.0_430,F
Claims_Covid_B2.0_126,Evidence_Covid_B2.0_431,F
Claims_Covid_B2.0_126,Evidence_Covid_B2.0_432,F
Claims_Covid_B2.0_127,Evidence_Covid_B2.0_433,F
Claims_Covid_B2.0_127,Evidence_Covid_B2.0_434,F
Claims_Covid_B2.0_127,Evidence_Covid_B2.0_435,F
Claims_Covid_B2.0_127,Evidence_Covid_B2.0_436,F
Claims_Covid_B2.0_127,Evidence_Covid_B2.0_437,F
Claims_Covid_B2.0_127,Evidence_Covid_B2.0_438,F
Claims_Covid_B2.0_128,Evidence_Covid_B2.0_439,F
Claims_Covid_B2.0_128,Evidence_Covid_B2.0_440,F
Claims_Covid_B2.0_128,Evidence_Covid_B2.0_441,F
Claims_Covid_B2.0_128,Evidence_Covid_B2.0_442,F
Claims_Covid_B2.0_128,Evidence_Covid_B2.0_443,F
Claims_Covid_B2.0_128,Evidence_Covid_B2.0_444,F
Claims_Covid_B2.0_129,Evidence_Covid_B2.0_445,F
Claims_Covid_B2.0_129,Evidence_Covid_B2.0_446,F
Claims_Covid_B2.0_129,Evidence_Covid_B2.0_447,F
Claims_Covid_B2.0_129,Evidence_Covid_B2.0_448,F
Claims_Covid_B2.0_129,Evidence_Covid_B2.0_449,F
Claims_Covid_B2.0_129,Evidence_Covid_B2.0_450,F
Claims_Covid_B2.0_130,Evidence_Covid_B2.0_451,F
Claims_Covid_B2.0_130,Evidence_Covid_B2.0_452,F
Claims_Covid_B2.0_130,Evidence_Covid_B2.0_453,F
Claims_Covid_B2.0_130,Evidence_Covid_B2.0_454,F
Claims_Covid_B2.0_130,Evidence_Covid_B2.0_455,F
Claims_Covid_B2.0_130,Evidence_Covid_B2.0_456,F
Claims_Covid_B2.0_131,Evidence_Covid_B2.0_457,F
Claims_Covid_B2.0_131,Evidence_Covid_B2.0_458,F
Claims_Covid_B2.0_131,Evidence_Covid_B2.0_459,F
Claims_Covid_B2.0_131,Evidence_Covid_B2.0_460,F
Claims_Covid_B2.0_131,Evidence_Covid_B2.0_461,F
Claims_Covid_B2.0_131,Evidence_Covid_B2.0_462,F
Claims_Covid_B2.0_132,Evidence_Covid_B2.0_463,F
Claims_Covid_B2.0_132,Evidence_Covid_B2.0_464,F
Claims_Covid_B2.0_132,Evidence_Covid_B2.0_465,F
Claims_Covid_B2.0_132,Evidence_Covid_B2.0_466,F
Claims_Covid_B2.0_132,Evidence_Covid_B2.0_467,F
Claims_Covid_B2.0_132,Evidence_Covid_B2.0_468,F
Claims_Covid_B2.0_133,Evidence_Covid_B2.0_469,F
Claims_Covid_B2.0_133,Evidence_Covid_B2.0_470,F
Claims_Covid_B2.0_133,Evidence_Covid_B2.0_471,F
Claims_Covid_B2.0_133,Evidence_Covid_B2.0_472,F
Claims_Covid_B2.0_133,Evidence_Covid_B2.0_473,F
Claims_Covid_B2.0_133,Evidence_Covid_B2.0_474,F
Claims_Covid_B2.0_134,Evidence_Covid_B2.0_475,F
Claims_Covid_B2.0_134,Evidence_Covid_B2.0_476,F
Claims_Covid_B2.0_134,Evidence_Covid_B2.0_477,F
Claims_Covid_B2.0_134,Evidence_Covid_B2.0_478,F
Claims_Covid_B2.0_134,Evidence_Covid_B2.0_479,F
Claims_Covid_B2.0_134,Evidence_Covid_B2.0_480,F
Claims_Covid_B2.0_135,Evidence_Covid_B2.0_481,F
Claims_Covid_B2.0_135,Evidence_Covid_B2.0_482,F
Claims_Covid_B2.0_135,Evidence_Covid_B2.0_483,F
Claims_Covid_B2.0_135,Evidence_Covid_B2.0_484,F
Claims_Covid_B2.0_135,Evidence_Covid_B2.0_485,F
Claims_Covid_B2.0_135,Evidence_Covid_B2.0_486,F
Claims_Covid_B2.0_136,Evidence_Covid_B2.0_487,T
Claims_Covid_B2.0_136,Evidence_Covid_B2.0_488,T
Claims_Covid_B2.0_136,Evidence_Covid_B2.0_489,T
Claims_Covid_B2.0_136,Evidence_Covid_B2.0_490,T
Claims_Covid_B2.0_136,Evidence_Covid_B2.0_491,T
Claims_Covid_B2.0_136,Evidence_Covid_B2.0_492,T
Claims_Covid_B2.0_137,Evidence_Covid_B2.0_493,F
Claims_Covid_B2.0_137,Evidence_Covid_B2.0_494,F
Claims_Covid_B2.0_137,Evidence_Covid_B2.0_495,F
Claims_Covid_B2.0_137,Evidence_Covid_B2.0_496,F
Claims_Covid_B2.0_137,Evidence_Covid_B2.0_497,F
Claims_Covid_B2.0_137,Evidence_Covid_B2.0_498,F
Claims_Covid_B2.0_138,Evidence_Covid_B2.0_499,F
Claims_Covid_B2.0_138,Evidence_Covid_B2.0_500,F
Claims_Covid_B2.0_138,Evidence_Covid_B2.0_501,F
Claims_Covid_B2.0_138,Evidence_Covid_B2.0_502,F
Claims_Covid_B2.0_138,Evidence_Covid_B2.0_503,F
Claims_Covid_B2.0_138,Evidence_Covid_B2.0_504,F
Claims_Covid_B2.0_139,Evidence_Covid_B2.0_505,F
Claims_Covid_B2.0_139,Evidence_Covid_B2.0_506,F
Claims_Covid_B2.0_139,Evidence_Covid_B2.0_507,F
Claims_Covid_B2.0_139,Evidence_Covid_B2.0_508,F
Claims_Covid_B2.0_139,Evidence_Covid_B2.0_509,F
Claims_Covid_B2.0_139,Evidence_Covid_B2.0_510,F
Claims_Covid_B2.0_140,Evidence_Covid_B2.0_511,F
Claims_Covid_B2.0_140,Evidence_Covid_B2.0_512,F
Claims_Covid_B2.0_140,Evidence_Covid_B2.0_513,F
Claims_Covid_B2.0_140,Evidence_Covid_B2.0_514,F
Claims_Covid_B2.0_140,Evidence_Covid_B2.0_515,F
Claims_Covid_B2.0_140,Evidence_Covid_B2.0_516,F
Claims_Covid_B2.0_141,Evidence_Covid_B2.0_517,F
Claims_Covid_B2.0_141,Evidence_Covid_B2.0_518,F
Claims_Covid_B2.0_141,Evidence_Covid_B2.0_519,F
Claims_Covid_B2.0_141,Evidence_Covid_B2.0_520,F
Claims_Covid_B2.0_141,Evidence_Covid_B2.0_521,F
