Annotation_id,Claim_topic_id,Evidence_topic_id,Claim_text,Label,Evidence Label,Evidence_text,Article_topic_id,Reason
B_2.0,Claims_Covid_B2.0_182,Evidence_Covid_B2.0_767,Having covid makes you immune to covid,N,,"“Following up on our SARS-CoV-2 infant rhesus macaque study, we gave the animals a high-dose challenge with a SARS-CoV-2 variant one year later to assess durability of vaccine-induced immune responses and their efficacy,”",covid vaccine_4186,
B_2.0,Claims_Covid_B2.0_182,Evidence_Covid_B2.0_768,Having covid makes you immune to covid,N,,"Furthermore, the results inform the optimization and development of SARS-CoV-2 vaccines in a way that may reduce the need for frequent boosters and protect special populations that don’t have fully developed immune systems, such as children.",covid vaccine_4186,
B_2.0,Claims_Covid_B2.0_183,Evidence_Covid_B2.0_769,Covid vaccine is useless,N,,I have lost count of the number of people who have told me that either the Covid vaccine was useless or that because they had Covid before they were now immune. Neither is the case.,covid vaccine_4118,Not enough information
B_2.0,Claims_Covid_B2.0_183,Evidence_Covid_B2.0_770,Covid vaccine is useless,N,,Now researchers at the National Institutes of Health in Maryland think they’ve found a new approach to vaccine design that could lead them to a long-lasting jab.,covid vaccine_4255,
B_2.0,Claims_Covid_B2.0_183,Evidence_Covid_B2.0_771,Covid vaccine is useless,N,,"“I’m the guy” who ordered the military to require the vaccine, Austin added. “I support continuation of vaccinating the troops.”",covid vaccine_4206,
B_2.0,Claims_Covid_B2.0_183,Evidence_Covid_B2.0_772,Covid vaccine is useless,N,,"Congress may consider legislation later this week that would scrap the Pentagon's COVID-19 vaccine mandate for military service members, Politico reports.",covid vaccine_4201,
B_2.0,Claims_Covid_B2.0_183,Evidence_Covid_B2.0_773,Covid vaccine is useless,N,,"From 2016-2021, Moore led the early-stage research teams developing Moderna’s platform technologies in mRNA design and delivery. These technologies were foundational for Moderna’s ability to rapidly create a highly effective COVID-19 vaccine.",covid vaccine_4184,
B_2.0,Claims_Covid_B2.0_183,Evidence_Covid_B2.0_774,Covid vaccine is useless,N,,"""We're on the brink of a collapse in public health because we're seeing intentional efforts to play politics with people's health,"" says Rekha Lakshmanan, strategy director for the Houston-based Immunization Partnership.",covid vaccine_4174,
B_2.0,Claims_Covid_B2.0_184,Evidence_Covid_B2.0_775,Vaccines Helped to Control COVID-19,N,,As successful as the COVID-19 vaccines have been in curbing the pandemic,covid vaccine_4123,Not enough information
B_2.0,Claims_Covid_B2.0_184,Evidence_Covid_B2.0_776,Vaccines Helped to Control COVID-19,N,,"According to the Centers for Disease Control and Prevention, COVID community levels in Genesee County and most counties in Michigan have been low as of Nov. 24.",covid vaccine_4177,
B_2.0,Claims_Covid_B2.0_184,Evidence_Covid_B2.0_777,Vaccines Helped to Control COVID-19,N,,"Fauci says China’s vaccines are ‘not at the level’ of Western ones, hindering Beijing’s ability to control COVID without ‘draconian’ lockdowns",covid vaccine_4178,
B_2.0,Claims_Covid_B2.0_184,Evidence_Covid_B2.0_778,Vaccines Helped to Control COVID-19,N,,"A campaign to vaccinate the elderly has sparked hopes China might roll back severe anti-virus controls that prompted protesters to demand President Xi Jinping resign, but the country faces daunting hurdles and up to a year of hard work before “zero COVID” can end.",covid vaccine_4197,
B_2.0,Claims_Covid_B2.0_184,Evidence_Covid_B2.0_779,Vaccines Helped to Control COVID-19,N,,Others are relaxing controls and trying to live with the virus that has killed at least 6.6 million people worldwide and sickened almost 650 million.,covid vaccine_4197,
B_2.0,Claims_Covid_B2.0_184,Evidence_Covid_B2.0_780,Vaccines Helped to Control COVID-19,N,,Authorities faced public fury over reports two children who were in quarantine died after their parents said anti-virus controls hampered efforts to get emergency medical care.,covid vaccine_4197,
B_2.0,Claims_Covid_B2.0_185,Evidence_Covid_B2.0_781,COVID-19 disrupted social interactions worldwide.,N,,"the coronavirus disease 2019 (COVID-19) has claimed nearly 6.6 million lives while disrupting healthcare systems, social interactions, and economic activity worldwide.",covid vaccine_4126,Not enough information
B_2.0,Claims_Covid_B2.0_185,Evidence_Covid_B2.0_782,COVID-19 disrupted social interactions worldwide.,N,,"Also, it is not clear whether those who had gotten the vaccine had engaged in other behaviors that may have put them more at risk for catching RSV such not wearing face masks, not social distancing, and not washing their hands.",covid vaccine_4131,
B_2.0,Claims_Covid_B2.0_185,Evidence_Covid_B2.0_783,COVID-19 disrupted social interactions worldwide.,N,,These surges have fluctuated from year-to-year. Covid-19 precautions such as face mask wearing and social distancing may have helped keep RSV at bay for the past two Winters.,covid vaccine_4131,
B_2.0,Claims_Covid_B2.0_185,Evidence_Covid_B2.0_784,COVID-19 disrupted social interactions worldwide.,N,,"Moreover, people may be going a bit overboard with the social interaction stuff these days, abandoning Covid-19 precautions as if they were soiled underwear and doing things such as “revenge travel.”",covid vaccine_4131,
B_2.0,Claims_Covid_B2.0_185,Evidence_Covid_B2.0_785,COVID-19 disrupted social interactions worldwide.,N,,"The goal is to boost vaccine access in the state's 20 vaccine equity communities, identified by the state Department of Public Health as hardest-hit by COVID-19 due to social and economic factors.",covid vaccine_4171,
B_2.0,Claims_Covid_B2.0_185,Evidence_Covid_B2.0_786,COVID-19 disrupted social interactions worldwide.,N,,"“Under a flag of health or medical freedom, an outright defiance of masks and social distancing came to symbolize allegiance to President Trump,” ",covid vaccine_4215,
B_2.0,Claims_Covid_B2.0_186,Evidence_Covid_B2.0_787,COVID-19 disrupted economic activity worldwide.,N,,"the coronavirus disease 2019 (COVID-19) has claimed nearly 6.6 million lives while disrupting healthcare systems, social interactions, and economic activity worldwide.",covid vaccine_4126,Not enough information
B_2.0,Claims_Covid_B2.0_186,Evidence_Covid_B2.0_788,COVID-19 disrupted economic activity worldwide.,N,,"Also, it is not clear whether those who had gotten the vaccine had engaged in other behaviors that may have put them more at risk for catching RSV such not wearing face masks, not social distancing, and not washing their hands.",covid vaccine_4131,
B_2.0,Claims_Covid_B2.0_186,Evidence_Covid_B2.0_789,COVID-19 disrupted economic activity worldwide.,N,,These surges have fluctuated from year-to-year. Covid-19 precautions such as face mask wearing and social distancing may have helped keep RSV at bay for the past two Winters.,covid vaccine_4131,
B_2.0,Claims_Covid_B2.0_186,Evidence_Covid_B2.0_790,COVID-19 disrupted economic activity worldwide.,N,,"Moreover, people may be going a bit overboard with the social interaction stuff these days, abandoning Covid-19 precautions as if they were soiled underwear and doing things such as “revenge travel.”",covid vaccine_4131,
B_2.0,Claims_Covid_B2.0_186,Evidence_Covid_B2.0_791,COVID-19 disrupted economic activity worldwide.,N,,"The goal is to boost vaccine access in the state's 20 vaccine equity communities, identified by the state Department of Public Health as hardest-hit by COVID-19 due to social and economic factors.",covid vaccine_4171,
B_2.0,Claims_Covid_B2.0_186,Evidence_Covid_B2.0_792,COVID-19 disrupted economic activity worldwide.,N,,"“Under a flag of health or medical freedom, an outright defiance of masks and social distancing came to symbolize allegiance to President Trump,” ",covid vaccine_4215,
B_2.0,Claims_Covid_B2.0_187,Evidence_Covid_B2.0_793,Patients who fail to mount an antibody response are more likely to die from COVID-19,N,,The RECOVERY trial showed that patients who failed to mount an antibody response were more likely to die from COVID-19. ,covid vaccine_4126,Not enough information
B_2.0,Claims_Covid_B2.0_187,Evidence_Covid_B2.0_794,Patients who fail to mount an antibody response are more likely to die from COVID-20,N,,"Today in health, the rise of new COVID-19 omicron subvariants BQ.1 and BQ.1.1 has led to the one remaining monoclonal antibody treatment no longer being authorized by the FDA. ",covid vaccine_4238,
B_2.0,Claims_Covid_B2.0_187,Evidence_Covid_B2.0_795,Patients who fail to mount an antibody response are more likely to die from COVID-21,N,,The Food and Drug Administration (FDA) said on Wednesday that the COVID-19 monoclonal antibody treatment bebtelovimab from Eli Lilly is no longer authorized for emergency use in the U.S. as it is not expected to be effective at neutralizing the two most dominant omicron subvariants in the country right now. ,covid vaccine_4238,
B_2.0,Claims_Covid_B2.0_187,Evidence_Covid_B2.0_796,Patients who fail to mount an antibody response are more likely to die from COVID-22,N,,"In 2021, a group of scientists led by researchers at the University of North Carolina at Chapel Hill, Weill Cornell Medicine and NewYork-Presbyterian reported that the Moderna mRNA vaccine and a protein-based vaccine candidate containing an adjuvant, a substance that enhances immune responses, elicited durable neutralizing antibody responses to SARS-CoV-2 during infancy in pre-clinical research.",covid vaccine_4251,
B_2.0,Claims_Covid_B2.0_187,Evidence_Covid_B2.0_797,Patients who fail to mount an antibody response are more likely to die from COVID-23,N,,"Among her concerns, Bingham cited the failure to create bulk antibody-manufacturing capabilities in the UK and the proposed termination of the NHS Covid vaccine research registry through which the public could indicate their willingness to participate in clinical trials for Covid vaccines.",covid vaccine_4257,
B_2.0,Claims_Covid_B2.0_187,Evidence_Covid_B2.0_798,Patients who fail to mount an antibody response are more likely to die from COVID-24,N,,A new The Lancet preprint* study assesses anti-SARS-CoV-2 antibody levels in breast milk obtained from lactating individuals following two or three COVID-19 vaccine doses and following breakthrough infections in vaccinated mothers.,covid vaccine_4093,
B_2.0,Claims_Covid_B2.0_188,Evidence_Covid_B2.0_799,Covid-19 vaccines alter DNA,N,,Scientists have rejected claims that Covid-19 vaccines harm the immune system and alter DNA.,covid vaccine_4158,Not enough information
B_2.0,Claims_Covid_B2.0_188,Evidence_Covid_B2.0_800,Covid-19 vaccines alter DNA,N,,The COVID vaccines are not made from live viruses and cannot affect your DNA or give you COVID-19. ,covid vaccine_4264,
B_2.0,Claims_Covid_B2.0_188,Evidence_Covid_B2.0_801,Covid-19 vaccines alter DNA,N,,"With a summer of Covid-19 on its way, is there a need to bring forward the availability of booster shots or vaccinations for new variants?",covid vaccine_4165,
B_2.0,Claims_Covid_B2.0_188,Evidence_Covid_B2.0_802,Covid-19 vaccines alter DNA,N,,Several former employees are now suing Medline Industries after they were fired for refusing to get a COVID-19 vaccination.,covid vaccine_4139,
B_2.0,Claims_Covid_B2.0_188,Evidence_Covid_B2.0_803,Covid-19 vaccines alter DNA,N,,Foxborough will host a COVID-19 booster and flu shot clinic this week ahead of the holiday season.,covid vaccine_4121,
B_2.0,Claims_Covid_B2.0_188,Evidence_Covid_B2.0_804,Covid-19 vaccines alter DNA,N,,"TAMUT hosted a COVID-19/flu vaccine clinic on campus Wednesday, Nov. 16, 2022.",covid vaccine_4125,
B_2.0,Claims_Covid_B2.0_189,Evidence_Covid_B2.0_805,Novavax made a Covid-19 vaccine,N,,"Adults who've been vaccinated against COVID-19 -- but haven't yet received any booster -- can get a dose of Novavax as their booster. It doesn't matter which vaccine you originally received -- Pfizer, Moderna, Johnson & Johnson or Novavax",covid vaccine_4209,Not enough information
B_2.0,Claims_Covid_B2.0_189,Evidence_Covid_B2.0_806,Novavax made a Covid-19 vaccine,N,,Novavax shot,covid vaccine_4209,
B_2.0,Claims_Covid_B2.0_189,Evidence_Covid_B2.0_807,Novavax made a Covid-19 vaccine,N,,Both scientists emphasized just how challenging it was to create mRNA vaccines at such a frantic pace.,covid vaccine_4102,
B_2.0,Claims_Covid_B2.0_189,Evidence_Covid_B2.0_808,Novavax made a Covid-19 vaccine,N,,"“We had some difficult conversations about the best way to do this. What’s the best way to make sure we’re seeing data before we take that next step, but keeping in mind people are dying every day,”",covid vaccine_4102,
B_2.0,Claims_Covid_B2.0_189,Evidence_Covid_B2.0_809,Novavax made a Covid-19 vaccine,N,,"head of the National Institute of Allergy and Infectious Diseases, said a Covid-19 vaccine would be available within 12 to 18 months. Even the scientists tasked with creating these shots were unconvinced such a timeline was possible.",covid vaccine_4102,
B_2.0,Claims_Covid_B2.0_189,Evidence_Covid_B2.0_810,Novavax made a Covid-19 vaccine,N,,"“When we were first faced with the situation to develop this vaccine in 2020, my first comment was, ‘That’s crazy,’”",covid vaccine_4102,
B_2.0,Claims_Covid_B2.0_190,Evidence_Covid_B2.0_811,EKI Energy Services Ltd has a 100MW capacity,N,T,"By News BureauThis is right time for India to invest in & adopt cooling as utility to meet its climate goalsWe intend to expand our PV cell line capacity from 100 MW to 2 GWThe company's total investment outlay will be approximately Rs 5,000 crore a yearBy January 2026, We Look Forward to Becoming a 10GW Fully Integrated Solar PV MakerIt will be good if policymakers can ensure that policies are enforced better",Emission trading scheme_9756,Not enogh source confirm the claim
B_2.0,Claims_Covid_B2.0_190,Evidence_Covid_B2.0_812,EKI Energy Services Ltd has a 100MW capacity,N,N,"Ambitious targets aren't helpfulManish Dabkara, CEO, EKI Energy Services, an Indore-based developer and supplier of voluntary carbon credits, believes that carbon trading is better than a carbon tax in cutting emissions quickly.",Emission trading scheme_9948,
B_2.0,Claims_Covid_B2.0_190,Evidence_Covid_B2.0_813,EKI Energy Services Ltd has a 100MW capacity,N,N,"Case in point: EKI Energy Services. The Indore-based private company, which has been in the business of carbon trading for more than a decade, entered its best phase only in the last couple of years.",Emission trading scheme_9953,
B_2.0,Claims_Covid_B2.0_190,Evidence_Covid_B2.0_814,EKI Energy Services Ltd has a 100MW capacity,N,N,Indore-based EKI Energy Services is one of the few carbon offset developers in the country dealing with carbon credit trade.,Emission trading scheme_9749,
B_2.0,Claims_Covid_B2.0_190,Evidence_Covid_B2.0_815,EKI Energy Services Ltd has a 100MW capacity,N,N,"Nigeria is currently grappling with the devastating effects of terrible flooding which has affected 3.2 million persons, over 600 lives lost, over 100,000 persons displaced and over 300 hectares of farmlands destroyed.",Emission trading scheme_9950,
B_2.0,Claims_Covid_B2.0_190,Evidence_Covid_B2.0_816,EKI Energy Services Ltd has a 100MW capacity,N,N,"It is estimated that the economic cost of loss and damage in developing countries will be between $1 trillion and $1.8 trillion by 2050, according to the World Economic Forum (WEF).Of course, $100bn a year was already inadequate, then and now... but what, concretely, have climfin watchdogs done to get the missing $75bn/year onto the public agenda, south and north?",Emission trading scheme_9979,
B_2.0,Claims_Covid_B2.0_191,Evidence_Covid_B2.0_817,ICE mortgage is transforming the residential mortgage market in the U.S.,N,N,"At ICE Mortgage Technology, we are transforming and digitizing the U.S. residential mortgage process, from consumer engagement through loan registration.",Emission trading scheme_9981,Lack of unique supporting information
B_2.0,Claims_Covid_B2.0_191,Evidence_Covid_B2.0_818,ICE mortgage is transforming the residential mortgage market in the U.S.,N,N,"Together, we transform, streamline and automate industries to connect our customers to opportunity. Trademarks of ICE and/or its affiliates include Intercontinental Exchange, ICE, ICE block design, NYSE and New York Stock Exchange.",Emission trading scheme_9793,
B_2.0,Claims_Covid_B2.0_191,Evidence_Covid_B2.0_819,ICE mortgage is transforming the residential mortgage market in the U.S.,N,N,"The Sunak government didn't want this deal with Brussels but it was an opportuniThe Sunak government didn't want this deal with Brussels but it was an opportunity for Brexiters to put down a markerWealthier societies are increasingly troubled by the afflictions of people who live alone  and the young suffer moreRising mortgage rates and costs of living are to blame and, as asking prices drop, the only winners are cash buyersty for Brexiters to put down a markerWealthier societies are increasingly troubled by the afflictions of people who live alone  and the young suffer moreRising mortgage rates and costs of living are to blame and, as asking prices drop, the only winners are cash buyers",Emission trading scheme_9935,
B_2.0,Claims_Covid_B2.0_191,Evidence_Covid_B2.0_820,ICE mortgage is transforming the residential mortgage market in the U.S.,N,N,"Your dollars for our senseFrom the state of the economy and issues that matter to corporate NZ, to the cost of living and rollercoaster ride of getting a mortgage, Stuff's business team crafts smart, crucial coverage for you every single day.",Emission trading scheme_10025,
B_2.0,Claims_Covid_B2.0_191,Evidence_Covid_B2.0_821,ICE mortgage is transforming the residential mortgage market in the U.S.,N,N,Official Opening of EWP-EDF One Project in Israel Nears; Company Creating Strong U.S Presence,Emission trading scheme_10032,
B_2.0,Claims_Covid_B2.0_191,Evidence_Covid_B2.0_822,ICE mortgage is transforming the residential mortgage market in the U.S.,N,N,"In Canada, the Port of Vancouver has said it is exploring options with U.S. ports in Seattle and Juneau,Alaska, to create a maritime route for the cruise ship industry where ""zero greenhouse gas emission ships could succeed,""according to a statement released by the port.",Emission trading scheme_9399,
B_2.0,Claims_Covid_B2.0_192,Evidence_Covid_B2.0_823,The WCI was established in 2011,N,,"Oil prices steadied on Friday, but fell for the week on a stronger U.S. dollar and fears that an economic slowdown would weaken crude demand.",Emission trading scheme_9450,Only one relevant text piece
B_2.0,Claims_Covid_B2.0_192,Evidence_Covid_B2.0_824,The WCI was established in 2012,N,,"For example, the WCI was established in 2011 to manage greenhouse gas emissions trading programs within its jurisdiction, across the U.S. and Canada",Emission trading scheme_9460,
B_2.0,Claims_Covid_B2.0_192,Evidence_Covid_B2.0_825,The WCI was established in 2013,N,,"WCI now oversees shared emissions trading markets between California and the Canadian province of Quebec, in addition to individual trading systems in Nova Scotia and soon Washington state.",Emission trading scheme_9462,
B_2.0,Claims_Covid_B2.0_192,Evidence_Covid_B2.0_826,The WCI was established in 2014,N,,"AMERICASQuebec GHG output in 2021 partially rebounded from earlier stages of the COVID-19 pandemic to overshoot the limits of the state's WCI-linked cap-and-trade programme once again, according to provincial data published Monday.",Emission trading scheme_9734,
B_2.0,Claims_Covid_B2.0_192,Evidence_Covid_B2.0_827,The WCI was established in 2015,N,," In 2011, China launched pilot ETS projects in seven cities and regions  Beijing, Tianjin, Shanghai, Chongqing, Hubei, Guangdong and Shenzhen  to try out emission trading as the first step of its long journey in establishing a national ETS.",Emission trading scheme_9825,
B_2.0,Claims_Covid_B2.0_192,Evidence_Covid_B2.0_828,The WCI was established in 2016,N,,"China is Vietnam's top trading partner, one of its most significant sources of raw materials, its second-largest export market, and Vietnam's eighth-largest source of Foreign Direct Investment, which increased two-fold between 2011 and 2017.",Emission trading scheme_9907,
B_2.0,Claims_Covid_B2.0_193,Evidence_Covid_B2.0_829,Religon forum 20 was hosted by Nahdlatul Ulama's Jakarta,N,,"Chipping away at Indonesia's designation of the Religion Forum-20 as an official G-20 engagement group with a permanent secretariat hosted by Nahdlatul Ulama's Jakarta and North Carolina-based Center for Shared Civilization Values (CSCV), Mr. Madhav was non-committal in his first public remarks after returning from Bali to India.",Emission trading scheme_9908,Not enough supporting information
B_2.0,Claims_Covid_B2.0_193,Evidence_Covid_B2.0_830,Religon forum 20 was hosted by Nahdlatul Ulama's Jakarta,N,,"The stage for the battle was set at the Religion Forum-20 (R-20), a gathering of religious leaders in Bali, earlier this month in advance of a summit of the Group of 20 that brought together leaders of the world's major economies.",Emission trading scheme_9906,
B_2.0,Claims_Covid_B2.0_193,Evidence_Covid_B2.0_831,Religon forum 20 was hosted by Nahdlatul Ulama's Jakarta,N,,The meeting of these prices will be an investment tipping point.,Emission trading scheme_9909,
B_2.0,Claims_Covid_B2.0_193,Evidence_Covid_B2.0_832,Religon forum 20 was hosted by Nahdlatul Ulama's Jakarta,N,, The Minister will be part of a forum focused on finding ways to increase access to financing for climate action for the Caribbean.,Emission trading scheme_9916,
B_2.0,Claims_Covid_B2.0_193,Evidence_Covid_B2.0_833,Religon forum 20 was hosted by Nahdlatul Ulama's Jakarta,N,,"License and RepublishingWorld Economic Forum articles may be republished in accordance with the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International Public License, and in accordance with our Terms of Use.",Emission trading scheme_9975,
B_2.0,Claims_Covid_B2.0_193,Evidence_Covid_B2.0_834,Religon forum 20 was hosted by Nahdlatul Ulama's Jakarta,N,,"It is estimated that the economic cost of loss and damage in developing countries will be between $1 trillion and $1.8 trillion by 2050, according to the World Economic Forum (WEF).",Emission trading scheme_9979,
B_2.0,Claims_Covid_B2.0_194,Evidence_Covid_B2.0_835,Jakarta is setting up a new carbon tradding mechanisim,N,,"JAKARTA, Nov 15 (Reuters) - Indonesia has introduced new rules on carbon trading to set up a market mechanism to help achieve the country's greenhouse gas reduction targets by 2030, according to a copy of the regulation seen by Reuters.",Emission trading scheme_9495,Only rumored information
B_2.0,Claims_Covid_B2.0_194,Evidence_Covid_B2.0_836,Jakarta is setting up a new carbon tradding mechanisim,N,,"While Indonesia has always had its fair share of global disasters such as earthquakes, floods, and tsunamis, the government's recent announcement to move the country's capital signals the severity of the problem, with existing projections suggesting that almost all of North Jakarta will be submerged by 2050.",Emission trading scheme_9500,
B_2.0,Claims_Covid_B2.0_194,Evidence_Covid_B2.0_837,Jakarta is setting up a new carbon tradding mechanisim,N,," JAKARTA, Oct 25 (Reuters) - Indonesia has revised up its carbon emission reduction targets, pledging more effective land use and better energy policy to cut greenhouse gas emissions more than its 2015 Paris Agreement commitment, a minister said on Tuesday.",Emission trading scheme_9709,
B_2.0,Claims_Covid_B2.0_194,Evidence_Covid_B2.0_838,Jakarta is setting up a new carbon tradding mechanisim,N,,"TEMPO.CO, Jakarta -THE Indonesian government has raised its 2030 greenhouse gas emission reduction targets, from 29 percent to 31.89 percent to be achieved through its own resources, and from 41 percent to 43.2 percent through international aid received via the Environmental Fund Management Agency (BPDLH).",Emission trading scheme_9747,
B_2.0,Claims_Covid_B2.0_194,Evidence_Covid_B2.0_839,Jakarta is setting up a new carbon tradding mechanisim,N,,"Indonesia passed the chairmanship of the Group of 20 (G-20) to India earlier this month, major Muslim and Hindu organisations, some backed by their governments, are battling to define the role of religion in global politics and whether the world's significant faiths need reform to harness the power of their convictions.",Emission trading scheme_9906,
B_2.0,Claims_Covid_B2.0_194,Evidence_Covid_B2.0_840,Jakarta is setting up a new carbon tradding mechanisim,N,,Here's a roundup of the latest E&P headlines including new gas fields going online in Indonesia and elsewhere plus contract announcements for new projects from the past week in the upstream oil and gas industry.,Emission trading scheme_10010,
B_2.0,Claims_Covid_B2.0_195,Evidence_Covid_B2.0_841,"Indonesia has raised its targeted greenhouse gas emission reduction targets, from 29 percent to 31.89 percent",N,,"While Indonesia has always had its fair share of global disasters such as earthquakes, floods, and tsunamis, the government's recent announcement to move the country's capital signals the severity of the problem, with existing projections suggesting that almost all of North Jakarta will be submerged by 2050.",Emission trading scheme_9500,Only one supporting source
B_2.0,Claims_Covid_B2.0_195,Evidence_Covid_B2.0_842,"Indonesia has raised its targeted greenhouse gas emission reduction targets, from 29 percent to 31.89 percent",N,," JAKARTA, Oct 25 (Reuters) - Indonesia has revised up its carbon emission reduction targets, pledging more effective land use and better energy policy to cut greenhouse gas emissions more than its 2015 Paris Agreement commitment, a minister said on Tuesday.",Emission trading scheme_9709,
B_2.0,Claims_Covid_B2.0_195,Evidence_Covid_B2.0_843,"Indonesia has raised its targeted greenhouse gas emission reduction targets, from 29 percent to 31.89 percent",N,,"TEMPO.CO, Jakarta -THE Indonesian government has raised its 2030 greenhouse gas emission reduction targets, from 29 percent to 31.89 percent to be achieved through its own resources, and from 41 percent to 43.2 percent through international aid received via the Environmental Fund Management Agency (BPDLH).",Emission trading scheme_9747,
B_2.0,Claims_Covid_B2.0_195,Evidence_Covid_B2.0_844,"Indonesia has raised its targeted greenhouse gas emission reduction targets, from 29 percent to 31.89 percent",N,,"Indonesia passed the chairmanship of the Group of 20 (G-20) to India earlier this month, major Muslim and Hindu organisations, some backed by their governments, are battling to define the role of religion in global politics and whether the world's significant faiths need reform to harness the power of their convictions.",Emission trading scheme_9906,
B_2.0,Claims_Covid_B2.0_195,Evidence_Covid_B2.0_845,"Indonesia has raised its targeted greenhouse gas emission reduction targets, from 29 percent to 31.89 percent",N,,The government has set a new target to cut emission levels by 31.89% on its own or 43.2% with international support by 2030.,Emission trading scheme_9709,
B_2.0,Claims_Covid_B2.0_195,Evidence_Covid_B2.0_846,"Indonesia has raised its targeted greenhouse gas emission reduction targets, from 29 percent to 31.89 percent",N,,"What data is needed to make those decisions?Based on my company's experience with thousands of homes and businesses, I have developed a straightforward method to find the least-cost opportunities for energy reductions.",Emission trading scheme_9712,
B_2.0,Claims_Covid_B2.0_196,Evidence_Covid_B2.0_847,The WCI manages a number of Emissions Reductions Schemes,N,,"Oil prices steadied on Friday, but fell for the week on a stronger U.S. dollar and fears that an economic slowdown would weaken crude demand.",Emission trading scheme_9450,Some suggestion of WCI managing multiple schemes but not enough evidence
B_2.0,Claims_Covid_B2.0_196,Evidence_Covid_B2.0_848,The WCI manages a number of Emissions Reductions Schemes,N,,"Decoupling economic growth from resource use andshifting to circular systemsin production and consumption is key to achieving EU climate neutrality by 2050.In March 2020, the Commission presented a newcircular economy actionplan, on which the Council adoptedconclusionsin December 2020.",Emission trading scheme_9838,
B_2.0,Claims_Covid_B2.0_196,Evidence_Covid_B2.0_849,The WCI manages a number of Emissions Reductions Schemes,N,,"WCI now oversees shared emissions trading markets between California and the Canadian province of Quebec, in addition to individual trading systems in Nova Scotia and soon Washington state.",Emission trading scheme_9462,
B_2.0,Claims_Covid_B2.0_196,Evidence_Covid_B2.0_850,The WCI manages a number of Emissions Reductions Schemes,N,,"AMERICASQuebec GHG output in 2021 partially rebounded from earlier stages of the COVID-19 pandemic to overshoot the limits of the state's WCI-linked cap-and-trade programme once again, according to provincial data published Monday.",Emission trading scheme_9734,
B_2.0,Claims_Covid_B2.0_196,Evidence_Covid_B2.0_851,The WCI manages a number of Emissions Reductions Schemes,N,," In 2011, China launched pilot ETS projects in seven cities and regions  Beijing, Tianjin, Shanghai, Chongqing, Hubei, Guangdong and Shenzhen  to try out emission trading as the first step of its long journey in establishing a national ETS.",Emission trading scheme_9825,
B_2.0,Claims_Covid_B2.0_196,Evidence_Covid_B2.0_852,The WCI manages a number of Emissions Reductions Schemes,N,,"Timestamps in local time (EEST, GMT+2).AMERICASMarket participants' expectations coalesced around a narrow range for the last WCI cap-and-trade market auction for the year, with few expecting the auction to harbour too much of a surprise reminiscent of either last quarter or Nov.",Emission trading scheme_9892,
B_2.0,Claims_Covid_B2.0_197,Evidence_Covid_B2.0_853,Qatar has been using greenwashing to appear more enviromentally friendly,N,," For this year's World Cup, Qatar has pledged to voluntarily buy credits to offset all the emissions from the games.",Emission trading scheme_9839,Only one supporting evidence piece
B_2.0,Claims_Covid_B2.0_197,Evidence_Covid_B2.0_854,Qatar has been using greenwashing to appear more enviromentally friendly,N,,"It will tackle the thorny issues of whether to expand the donor base to countries like China or Qatar and report to COP28.Some of the money is to come through existing funding arrangements, like development banks or debt relief.",Emission trading scheme_9841,
B_2.0,Claims_Covid_B2.0_197,Evidence_Covid_B2.0_855,Qatar has been using greenwashing to appear more enviromentally friendly,N,,World CupGermany players covered their mouths for a team photo before their World Cup opener against Japan in protest against Fifa's decision to ban captains from wearing the One Love armband in Qatar.,Emission trading scheme_9869,
B_2.0,Claims_Covid_B2.0_197,Evidence_Covid_B2.0_856,Qatar has been using greenwashing to appear more enviromentally friendly,N,,The Krk LNG terminal can regasify LNG from countries like Qatar and the US.,Emission trading scheme_9893,
B_2.0,Claims_Covid_B2.0_197,Evidence_Covid_B2.0_857,Qatar has been using greenwashing to appear more enviromentally friendly,N,,A recent report on greenwashing by football World Cup host Qatar claims it was using controversial means of offsetting emissions underscores the issue of questionable standards in use.,Emission trading scheme_9904,
B_2.0,Claims_Covid_B2.0_197,Evidence_Covid_B2.0_858,Qatar has been using greenwashing to appear more enviromentally friendly,N,,"In addition to burgeoning U.S. export capacity, five Mexican LNG export projects proposed to export two billion cubic feet per day (bcf/d) are coming online in  2024-2027  just at a time when China has signed a  27-year LNG deal  with Qatar for an annual 194.8 billion cubic feet of LNG  while Canada continues to drop the energy export ball.",Emission trading scheme_10015,
B_2.0,Claims_Covid_B2.0_198,Evidence_Covid_B2.0_859,China has an LNG export deal with Qatar,N,,"It will tackle the thorny issues of whether to expand the donor base to countries like China or Qatar and report to COP28.Some of the money is to come through existing funding arrangements, like development banks or debt relief.",Emission trading scheme_9841,Only one supporting evidence piece
B_2.0,Claims_Covid_B2.0_198,Evidence_Covid_B2.0_860,China has an LNG export deal with Qatar,N,,World CupGermany players covered their mouths for a team photo before their World Cup opener against Japan in protest against Fifa's decision to ban captains from wearing the One Love armband in Qatar.,Emission trading scheme_9869,
B_2.0,Claims_Covid_B2.0_198,Evidence_Covid_B2.0_861,China has an LNG export deal with Qatar,N,,The Krk LNG terminal can regasify LNG from countries like Qatar and the US.,Emission trading scheme_9893,
